cp,artist,song,section
vi-I-V-ii-vi,amy diamond,what's in it for me,chorus
vi-I-V-ii-vi,monika brodka,granda,verse
vi-I-V-ii-vi,fall out boy,irresistible,verse
vi-I-V-ii-vi,fall out boy,irresistible,chorus
vi-I-V-ii-vi,steve jablonsky,arrival to earth,chorus
vi-I-V-ii-vi,bryan adams,run to you,chorus
vi-I-V-ii-vi,lady gaga,just dance,verse
vi-I-V-ii-vi,neon indian,annie,verse
vi-I-V-ii-I,two steps from hell,el dorado,chorus
vi-I-V-ii-I,amy diamond,what's in it for me,chorus
vi-I-V-ii-I,lady gaga,just dance,chorus
vi-I-V-ii-IV,hans zimmer,time,verse
vi-I-V-ii-IV,franz ferdinand,matinee,verse
vi-I-V-ii-IV,steve angello,children of the wild,chorus
vi-I-V-ii-IV,steve jablonsky,arrival to earth,chorus
vi-I-V-ii-iii,linkin park,what i've done,chorus
vi-I-V-ii-iii,keri hilson,lose control,chorus
vi-I-V-I-IV,usher,dj's got us falling in love again,verse
vi-I-V-I-IV,brooke fraser,something in the water,chorus
vi-I-V-I-IV,koji kondo,super mario bros 3 - overworld,verse
vi-I-V-I-IV,seinabo sey,younger,chorus
vi-I-V-I-ii,manowar,heart of steel,chorus
vi-I-V-I-ii,marek grechuta,dni ktorych nie znamy,verse
vi-I-V-I-V,the stone roses,i wanna be adored,chorus
vi-I-V-I-V,schmoyoho,just do it ft shia labeouf,chorus
vi-I-V-I-V,the beatles,ob-la-di ob-la-da,chorus
vi-I-V-I-vi,george harrison,i got my mind set on you,chorus
vi-I-V-I-vi,koji kondo,super mario bros 3 - overworld,verse
vi-I-IV-V-vi,adam lambert,whataya want from me,chorus
vi-I-IV-V-vi,counting crows,round here,verse
vi-I-IV-V-vi,katy perry,et,chorus
vi-I-IV-V-vi,pink,who knew,chorus
vi-I-IV-V-vi,the fray,how to save a life,chorus
vi-I-IV-V-vi,madonna,material girl,chorus
vi-I-IV-V-vi,zedd,stay the night,verse
vi-I-IV-V-vi,iron maiden,blood brothers,verse
vi-I-IV-V-vi,dj encore feat engelina,i see right through to you,chorus
vi-I-IV-V-vi,archie,famous,chorus
vi-I-IV-V-vi,ida,maybe i like it,chorus
vi-I-IV-V-vi,ellie goulding,guns and horses,chorus
vi-I-IV-V-vi,grum,heartbeats,chorus
vi-I-IV-V-vi,regina spektor,samson,chorus
vi-I-IV-V-vi,carly simon,with a few good friends,chorus
vi-I-IV-V-vi,veronica maggio,jag kommer,chorus
vi-I-IV-V-vi,dawid podsiadlo,trojkaty i kwadraty,verse
vi-I-IV-V-vi,3lau,how you love me,verse
vi-I-IV-V-vi,justin bieber,beauty and a beat,chorus
vi-I-IV-V-vi,zedd,stache,verse
vi-I-IV-V-vi,eisley,go away,chorus
vi-I-IV-V-vi,imposs ft j perry,you're on my mind,chorus
vi-I-IV-V-vi,banks,brain,verse
vi-I-IV-V-vi,douglas firs,shimmer and glow,chorus
vi-I-IV-V-vi,go west,king of wishful thinking,chorus
vi-I-IV-V-vi,project 46,reasons,chorus
vi-I-IV-V-vi,tobu,colors,chorus
vi-I-IV-V-vi,stone sour,through glass,chorus
vi-I-IV-V-vi,blur,coffee and tv,chorus
vi-I-IV-V-vi,obadiah parker,hey ya,verse
vi-I-IV-V-vi,the cinematics,a strange education,chorus
vi-I-IV-V-vi,katy perry,part of me,chorus
vi-I-IV-V-vi,drake,marvin's room,chorus
vi-I-IV-V-vi,metro station,shake it,verse
vi-I-IV-V-vi,tori kelly,hollow,chorus
vi-I-IV-V-vi,eisley,drink the water,verse
vi-I-IV-V-vi,sigala,say you do,verse
vi-I-IV-V-vi,jenny owen youngs,hot in herre,chorus
vi-I-IV-V-vi,armanarx,lky fansku tapi hatersku,chorus
vi-I-IV-V-vi,big giant circles,sevcon,chorus
vi-I-IV-V-vi,maan,ride it,verse
vi-I-IV-V-vi,belinda carlisle,heaven is a place on earth,chorus
vi-I-IV-V-I,labrinth feat emeli sande,beneath your beautiful,chorus
vi-I-IV-V-I,pink,who knew,chorus
vi-I-IV-V-I,buddy holly,maybe baby,verse
vi-I-IV-V-I,sarah blasko,flame trees,chorus
vi-I-IV-V-I,the blue hearts,linda linda,verse
vi-I-IV-V-I,zebrahead,someday,chorus
vi-I-IV-V-I,the pogues and kirsty maccoll,fairytale of new york,chorus
vi-I-IV-V-I,kygo feat conrad,firestone,chorus
vi-I-IV-V-I,rex preston and miranda sykes,me and my sister the moon,verse
vi-I-IV-V-I,toru minegishi,tokimeki bomb rush,chorus
vi-I-IV-V-ii,avicii vs nicky romero,i could be the one,chorus
vi-I-IV-V-ii,split enz,i got you,chorus
vi-I-IV-V-ii,associates,party fears two,verse
vi-I-IV-V-ii,au5,singularity,chorus
vi-I-IV-V-ii,mini pati,hirari kirakira yami yami museum,chorus
vi-I-IV-vi-I,britney spears,till the world ends,chorus
vi-I-IV-vi-I,britney spears,till the world ends,verse
vi-I-IV-vi-I,havana brown,we run the night,chorus
vi-I-IV-vi-I,james morrison ft nelly furtado,broken strings,verse
vi-I-IV-vi-I,the neighbourhood,float,chorus
vi-I-IV-vi-I,swedish house mafia,save the world,chorus
vi-I-IV-vi-I,john mayer,born and raised,chorus
vi-I-IV-vi-I,thomas azier,red eyes,chorus
vi-I-IV-vi-I,tove lo,habits - stay high,chorus
vi-I-IV-vi-I,flo rida,club can't handle me,verse
vi-I-IV-vi-I,u2,sunday bloody sunday,verse
vi-I-IV-vi-I,grl,ugly heart,chorus
vi-I-IV-vi-I,the xx,intro,chorus
vi-I-IV-vi-I,crystal,tears on my skin,chorus
vi-I-IV-vi-I,cheryl cole,call my name,chorus
vi-I-IV-vi-I,miike snow,genghis khan,chorus
vi-I-IV-vi-I,eisley,drink the water,chorus
vi-I-IV-vi-I,blink 182,bored to death,verse
vi-I-IV-vi-I,the oh hellos,hello my old heart,verse
vi-I-IV-vi-I,lord huron,the stranger,verse
vi-I-IV-vi-V,carolina liar,show me what i'm looking for,chorus
vi-I-IV-vi-V,ellie goulding,lost and found,chorus
vi-I-IV-vi-V,lord huron,love like ghosts,verse
vi-I-IV-vi-V,lord huron,meet me in the woods,verse
vi-I-IV-vi-V,tiny moving parts,headache,verse
vi-I-IV-I-vi,viper,you'll cowards don't even smoke crack,chorus
vi-I-IV-I-vi,jimi hendrix,one rainy wish,chorus
vi-I-IV-I-vi,grace potter,something that i want,chorus
vi-I-IV-I-vi,scott mckenzie,san francisco,chorus
vi-I-IV-I-vi,glaze,tough luck,verse
vi-I-IV-I-IV,luis bacalov,django unchained theme,verse
vi-I-IV-I-IV,swedish house mafia,don't you worry child,chorus
vi-I-IV-I-IV,bad lip reading,russian unicorn,chorus
vi-I-IV-I-IV,fences,arrows,chorus
vi-I-IV-I-IV,ellie lawson,calling you - vadim spark remix,chorus
vi-I-IV-I-IV,the oh hellos,hello my old heart,chorus
vi-I-IV-I-V,the shins,new slang,verse
vi-I-IV-I-V,asher roth,i love college,chorus
vi-I-IV-I-V,vicetone,nothing stopping me,chorus
vi-I-IV-I-V,dave matthews band,best of what's around,chorus
vi-I-IV-I-V,metro station,shake it,chorus
vi-I-IV-ii-vi,madeon,pop culture,chorus
vi-I-IV-ii-vi,james morrison ft nelly furtado,broken strings,verse
vi-I-IV-ii-vi,aphex twin,windowlicker,verse
vi-I-IV-ii-vi,the neighbourhood,sweater weather,chorus
vi-I-IV-ii-vi,kylie minogue,2 hearts,chorus
vi-I-IV-ii-vi,selena gomez,the heart wants what it wants,verse
vi-I-IV-ii-vi,selena gomez,the heart wants what it wants,chorus
vi-I-IV-ii-vi,showtek and justin prime ft matthew koma,cannonball - earthquake - kryder remix,chorus
vi-I-IV-ii-vi,grouplove,shark attack,chorus
vi-I-IV-ii-vi,crystal,tears on my skin,chorus
vi-I-IV-ii-vi,scott af,under your skin,chorus
vi-I-IV-ii-vi,grimes,kill v maim,verse
vi-I-IV-ii-iii,avicii vs nicky romero,i could be the one,verse
vi-I-IV-ii-iii,foals,electric bloom,chorus
vi-I-IV-ii-iii,foals,electric bloom,verse
vi-I-IV-ii-V,fall out boy,centuries,chorus
vi-I-IV-5/6-vi,cobra starship,snakes on a plane,chorus
vi-I-IV-5/6-vi,tatu,not gonna get us,chorus
vi-I-IV-5/6-vi,aly and aj,potential breakup song,chorus
vi-I-IV-5/6-vi,the rescues,be my cure,chorus
vi-I-IV-5/6-vi,black eyed peas,let's get it started,chorus
vi-I-IV-5/6-vi,imagine dragons,warriors,chorus
vi-I-IV-5/6-vi,edith piaf,padam padam,chorus
vi-I-IV-5/6-vi,miley cyrus,see you again,chorus
vi-I-IV-5/6-vi,tatu,all the things she said,chorus
vi-I-IV-5/6-vi,harufuri,girlving to the right,chorus
vi-I-IV-5/6-ii,aly and aj,potential breakup song,verse
vi-I-vi-I-vi,mumford and sons,the cave,verse
vi-I-vi-I-vi,fall out boy,i'm like a lawyer,verse
vi-I-vi-I-vi,nirvana,in bloom,chorus
vi-I-vi-I-vi,green day,good riddance - time of your life,chorus
vi-I-vi-I-vi,foo fighters,my hero,verse
vi-I-vi-I-vi,billy joel,big shot,verse
vi-I-vi-I-vi,scooter,maria - i like it loud,chorus
vi-I-vi-I-vi,amber,ocean,verse
vi-I-vi-I-vi,chairlift,evident utensil,verse
vi-I-vi-I-vi,arty,ferry corsten - punk,chorus
vi-I-vi-I-vi,eisley,drink the water,verse
vi-I-vi-I-vi,rilo kiley,silver lining,verse
vi-I-vi-I-vi,stephen sondheim,the ballad of sweeney todd,verse
vi-I-vi-I-vi,mariah carey,heartbreaker,chorus
vi-I-vi-I-vi,mariah carey,heartbreaker,verse
vi-I-vi-I-iii,lana del rey,video games,verse
vi-I-vi-I-iii,feng huang chuan qi,zui xuan min zu feng,verse
vi-I-vi-I-iii,kyu sakamoto,sukiyaki,verse
vi-I-vi-I-IV,radiohead,videotape,verse
vi-I-vi-I-IV,the shins,new slang,verse
vi-I-vi-I-IV,buddy holly,maybe baby,verse
vi-I-vi-I-IV,eisley,drink the water,verse
vi-I-vi-V-IV,green day,2000 light years away,verse
vi-I-vi-V-IV,jjamz,heartbeat,verse
vi-I-vi-V-IV,les friction,come back to me,chorus
vi-I-vi-V-IV,veronica maggio,jag kommer,chorus
vi-I-vi-V-IV,pavement,cut your hair,chorus
vi-I-vi-V-vi,sharon needles,why do you think you are nuts,verse
vi-I-vi-V-I,green day,good riddance - time of your life,chorus
vi-I-vi-V-I,robin schulz,headlights,verse
vi-I-vi-IV-V,leonard cohen,hallelujah,verse
vi-I-vi-IV-V,jeff buckley,hallelujah,verse
vi-I-vi-IV-V,hoobastank,the reason,verse
vi-I-vi-IV-V,dusty springfield,i only want to be with you,verse
vi-I-vi-IV-V,green day,shoplifter,chorus
vi-I-vi-IV-I,del amitri,nothing ever happens,verse
vi-I-vi-IV-I,rilo kiley,silver lining,verse
vi-I-vi-IV-I,daya,hide away,chorus
vi-I-vi-IV-I,pepper coyote,no cock like horse cock,verse
vi-I-vi-IV-I,madonna,nothing really matters,verse
vi-I-vi-IV-5/6,bad religion,supersonic,verse
vi-I-vi-IV-ii,electric light orchestra,can't get it out of my head,verse
vi-I-vi-IV-56,virtual riot,energy drink,chorus
vi-I-vi-IV-7/5,the beatles,it won't be long,chorus
vi-I-vi-ii-IV,nirvana,in bloom,chorus
vi-I-vi-ii-IV,mistfolk,storm spirits,verse
vi-I-vi-ii-I,borknagar,colossus,chorus
vi-I-vi-ii-57/3,pixl,sugar rush,chorus
vi-I-vi-ii-b4,the beatles,all i've got to do,verse
vi-I-ii-IV-vi,soundprank,animus,chorus
vi-I-ii-IV-vi,thursday,friends in the armed forces,chorus
vi-I-ii-IV-vi,pink floyd,high hopes,chorus
vi-I-ii-IV-vi,es posthumus,nara,chorus
vi-I-ii-IV-vi,kitaro,jubei's theme,verse
vi-I-ii-IV-vi,adam lambert,ghost town,verse
vi-I-ii-IV-vi,mike posner,please don't go,chorus
vi-I-ii-IV-vi,jin,outer science,verse
vi-I-ii-IV-5/6,alex clare,too close,chorus
vi-I-ii-IV-V,david guetta feat sam martin,lovers on the sun,chorus
vi-I-ii-IV-V,astrid s,2 am - matoma remix,chorus
vi-I-ii-vi-I,two steps from hell,jump,chorus
vi-I-ii-vi-I,the neighbourhood,float,chorus
vi-I-ii-vi-I,monika brodka,varsovie,chorus
vi-I-ii-vi-I,thrice,a song for milly michaelson,verse
vi-I-ii-vi-I,matt lange,rift,verse
vi-I-ii-vi-I,selena gomez,same old love,verse
vi-I-ii-vi-I,nicki minaj,pills n potions,verse
vi-I-ii-vi-I,eisley,drink the water,chorus
vi-I-ii-vi-I,drake,one dance,verse
vi-I-ii-vi-iii,matt pincer vs xam,rainshine,chorus
vi-I-ii-vi-iii,edx,cool you off,chorus
vi-I-ii-vi-IV,bossfight,milky ways,verse
vi-I-ii-vi-IV,nicki minaj,pills n potions,verse
vi-I-ii-vi-265,blend,taking flight,chorus
vi-I-ii-vi-V,boom jinx,come play perfect,chorus
vi-I-ii-vi-V,seinabo sey,younger,chorus
vi-I-ii-iii-IV,jack white,sixteen saltines,verse
vi-I-ii-iii-IV,brand new,failure by design,chorus
vi-I-ii-iii-IV,marina and the diamonds,bubblegum bitch,chorus
vi-I-ii-iii-vi,jack white,sixteen saltines,verse
vi-I-ii-iii-vi,dimitri vegas - moguai and like mike,mammoth,chorus
vi-I-ii-iii-I,rustie,hover traps,chorus
vi-I-ii-iii-47,dousk,winchme,chorus
vi-I-ii-V-vi,dobu usagi,thor's hammer,chorus
vi-I-ii-V-I,bruno mars,when i was your man,verse
vi-I-ii-V-I,radiohead,karma police,verse
vi-I-ii-V-I,rex preston and miranda sykes,me and my sister the moon,verse
vi-I-ii-V-ii,absofacto,whose side are you on anyway,chorus
vi-I-ii-V-57,bruno mars,when i was your man,verse
vi-I-ii-I-ii,johnny cash,solitary man,verse
vi-I-ii-I-ii,tool,schism,chorus
vi-I-ii-I-ii,famicomforever,tame trip,verse
vi-I-ii-I-IV,ogge,kuk,verse
vi-I-ii-I-IV,jake kaufman,strike the earth,chorus
vi-I-ii-I-iii,nintendo,kirby air ride - sky sands,chorus
vi-I-ii-I-b7,ogge,kuk,verse
vi-I-iii-IV-vi,lana del rey,video games,verse
vi-I-iii-IV-vi,tan bionica,ciudad magica,verse
vi-I-iii-IV-vi,lindsey stirling,sun skip,chorus
vi-I-iii-IV-vi,grouplove,shark attack,chorus
vi-I-iii-IV-vi,major lazer,cold water ft justin bieber and mo,chorus
vi-I-iii-IV-vi,beach house,turtle island,verse
vi-I-iii-IV-V,tan bionica,ciudad magica,verse
vi-I-iii-IV-V,dawid podsiadlo,trojkaty i kwadraty,verse
vi-I-iii-IV-V,robyn,love kills,chorus
vi-I-iii-IV-V,dillon francis and sultan and ned shepard,when we were young - vicetone remix,chorus
vi-I-iii-IV-V,grouplove,shark attack,chorus
vi-I-iii-IV-V,inicialoj dc,berlino sen vi,chorus
vi-I-iii-IV-V,otto knows,dying for you,chorus
vi-I-iii-vi-I,alt-j,breezeblocks,chorus
vi-I-iii-vi-I,alt-j,breezeblocks,verse
vi-I-iii-vi-I,miley cyrus,party in the usa,chorus
vi-I-iii-vi-I,the lady in the radiator,in heaven everything is fine,verse
vi-I-iii-vi-I,lady gaga,alejandro,verse
vi-I-iii-vi-I,tenacious d,beelzeboss,chorus
vi-I-iii-vi-IV,feng huang chuan qi,zui xuan min zu feng,verse
vi-I-iii-vi-IV,tenacious d,beelzeboss,chorus
vi-I-iii-V-vi,adam lambert,if i had you,verse
vi-I-iii-V-IV,jordin sparks - chris brown,no air,chorus
vi-ii-V-I-vi,justin bieber,boyfriend,chorus
vi-ii-V-I-vi,the four seasons,sherry,verse
vi-ii-V-I-vi,tom hanks,big soundtrack,verse
vi-ii-V-I-vi,marina and the diamonds,primadonna,verse
vi-ii-V-I-vi,wham,last christmas,verse
vi-ii-V-I-vi,aqua,barbie girl,chorus
vi-ii-V-I-vi,amy diamond,stay my baby,verse
vi-ii-V-I-vi,dusty springfield,you don't have to say you love me,chorus
vi-ii-V-I-vi,eric johnson,cliffs of dover,chorus
vi-ii-V-I-vi,the beatles,i will,verse
vi-ii-V-I-vi,maroon 5,this love,chorus
vi-ii-V-I-vi,danny baranowsky,mclarty party people,verse
vi-ii-V-I-vi,danny baranowsky,mclarty party people,chorus
vi-ii-V-I-vi,timothy bishop,hang in there,chorus
vi-ii-V-I-vi,yoko takahashi,a cruel angel's thesis,chorus
vi-ii-V-I-vi,jacksfilms,valentine's day is a lie,verse
vi-ii-V-I-vi,jacksfilms,valentine's day is a lie,chorus
vi-ii-V-I-vi,riccardo cocciante,belle,chorus
vi-ii-V-I-vi,beyonce,drunk in love - meikal remix,chorus
vi-ii-V-I-vi,grace phipps,teen beach movie - falling for ya,verse
vi-ii-V-I-vi,grace phipps,teen beach movie - falling for ya,chorus
vi-ii-V-I-vi,rilo kiley,breakin' up,chorus
vi-ii-V-I-vi,mariah carey,honey,chorus
vi-ii-V-I-ii,mary hopkin,those were the days,chorus
vi-ii-V-I-ii,073113243,nyan cat,chorus
vi-ii-V-I-ii,riccardo cocciante,belle,chorus
vi-ii-V-I-ii,kazumi totaka,kaeru no tame ni - the prince's adventure,verse
vi-ii-V-I-IV,prguitarman -yamaha vocaloid,nyan cat - nyanyanya,chorus
vi-ii-V-I-IV,prguitarman -yamaha vocaloid,nyan cat - nyanyanya,verse
vi-ii-V-I-IV,selena gomez,love you like a love song,chorus
vi-ii-V-I-IV,selena gomez,love you like a love song,verse
vi-ii-V-I-IV,train,50 ways to say goodbye,verse
vi-ii-V-I-IV,pet shop boys,it's a sin,verse
vi-ii-V-I-IV,cool joke,undo-full-metal-alchemist-fma-op3,chorus
vi-ii-V-I-IV,phil collins,you can't hurry love,chorus
vi-ii-V-I-IV,gauntlet dark legacy,sumner's tower,verse
vi-ii-V-I-IV,joseph koo kar-fai,fist of fury 1972 - fist of fury,chorus
vi-ii-V-I-IV,the muppets,mah na mah na,chorus
vi-ii-V-I-IV,fancy,flames of love,verse
vi-ii-V-I-IV,koji kondo,athletic bgm super mario bros 3,verse
vi-ii-V-I-IV,rilo kiley,breakin' up,chorus
vi-ii-V-I-IV,muse,new born,chorus
vi-ii-V-I-56,roberta flack,killing me softly,chorus
vi-ii-V-I-56,the lonely island,boombox,chorus
vi-ii-V-I-56,allemaal door jou,bart peeters,verse
vi-ii-V-I-56,bart peeters,allemaal door jou,chorus
vi-ii-V-IV-vi,enrique iglesias,bailamos,verse
vi-ii-V-IV-vi,ivan gough and feenixpawl,in my mind,chorus
vi-ii-V-IV-vi,working for a nuclear free city,je suis le vent,verse
vi-ii-V-IV-V,aqua,barbie girl,chorus
vi-ii-V-IV-V,dobu usagi,thor's hammer,verse
vi-ii-V-IV-iii,seventeen and ailee,q and a,chorus
vi-ii-V-IV-5/6,leann rimes,can't fight the moonlight,chorus
vi-ii-V-IV-5/6,enrique iglesias,bailamos,verse
vi-ii-V-vi-ii,aqua,barbie girl,chorus
vi-ii-V-vi-ii,league of legends and agnete kjolsrud,get jinxed,chorus
vi-ii-V-vi-ii,peter schilling,major tom - voellig losgeloest,verse
vi-ii-V-vi-ii,woodentoaster ,rainbow factory,verse
vi-ii-V-vi-ii,yoko takahashi,a cruel angel's thesis,chorus
vi-ii-V-vi-ii,maxime le forestier,education sentimentale,verse
vi-ii-V-vi-ii,disclosure,magnets ft lorde,chorus
vi-ii-V-vi-66,coldplay,adventure of a lifetime,verse
vi-ii-V-vi-IV,yeah yeah yeahs,heads will roll,chorus
vi-ii-V-vi-IV,tiesto,secrets,chorus
vi-ii-V-vi-V,andrew lloyd webber,phantom of the opera,verse
vi-ii-V-vi-V,dobu usagi,thor's hammer,verse
vi-ii-vi-ii-vi,oasis,the importance of being idle,chorus
vi-ii-vi-ii-vi,joe cocker,unchain my heart,verse
vi-ii-vi-ii-vi,queen,another one bites the dust,chorus
vi-ii-vi-ii-vi,blind guardian,the bard's song,chorus
vi-ii-vi-ii-vi,the beatles,and i love her,verse
vi-ii-vi-ii-vi,blu cantrell,hit 'em up style,chorus
vi-ii-vi-ii-vi,the good and the damned,desaparecidos,verse
vi-ii-vi-ii-vi,magnetic fields,i've run away to join the fairies,verse
vi-ii-vi-ii-vi,hozier,take me to church,verse
vi-ii-vi-ii-vi,homestuck,rex duodecim angelis,verse
vi-ii-vi-ii-vi,cher,half breed,chorus
vi-ii-vi-ii-vi,vivaldi,concerto in a minor 3rd mvt rv 356,verse
vi-ii-vi-ii-vi,thrice,all the world is mad,chorus
vi-ii-vi-ii-vi,mike oldfield,nuclear,verse
vi-ii-vi-ii-vi,tech n9ne,am i a psycho ft b o b and hopsin,chorus
vi-ii-vi-ii-vi,destiny's child,independent women part 1,chorus
vi-ii-vi-ii-IV,queen,another one bites the dust,verse
vi-ii-vi-ii-IV,blind guardian,the bard's song,chorus
vi-ii-vi-ii-IV,cher,half breed,chorus
vi-ii-vi-ii-iii,hirokazu ando,super smash bros - dreamland,verse
vi-ii-vi-iii-vi,the living tombstone,squid melody,chorus
vi-ii-vi-iii-vi,rex preston and miranda sykes,me and my sister the moon,verse
vi-ii-vi-iii-vi,destiny's child,independent women part 1,chorus
vi-ii-vi-iii-36,gauntlet dark legacy,haunted piano,verse
vi-ii-vi-iii-V,gamma ray,lake of tears,verse
vi-ii-vi-5/6-vi,runaway box,one semester of spanish spanish love song,chorus
vi-ii-vi-5/6-vi,homestuck,rex duodecim angelis,verse
vi-ii-vi-5/6-vi,luc arbogast,nausicaa,verse
vi-ii-vi-5/6-vi,muse,exogenesis,chorus
vi-ii-vi-5/6-542/6,muse,exogenesis,chorus
vi-ii-vi-IV-V,the beatles,and i love her,verse
vi-ii-vi-IV-V,say anything,every man has a molly,verse
vi-ii-vi-IV-vi,porter robinson,lionhearted-ft urban cone,chorus
vi-ii-vi-IV-5/6,the good and the damned,desaparecidos,verse
vi-ii-vi-IV-5/6,mike oldfield,nuclear,verse
vi-ii-vi-IV-ii,grimes,vanessa,verse
vi-ii-vi-V-vi,kwabs,walk,chorus
vi-ii-vi-V-I,jukebox the ghost,the stars,verse
vi-ii-vi-V-I,rascal flatts,bless the broken road,chorus
vi-ii-vi-V-iii,thrice,all the world is mad,chorus
vi-ii-I-V-vi,the national,exile vilify,verse
vi-ii-I-V-vi,frank ocean,thinkin bout you,chorus
vi-ii-I-V-vi,paul mccartney,new,verse
vi-ii-I-V-vi,gg feat gary wright and baby brown ,my my my,chorus
vi-ii-I-V-vi,syn cole,miami 82 - avicii edit,chorus
vi-ii-I-V-vi,afi,miss murder,chorus
vi-ii-I-V-vi,jefferson airplane,somebody to love,chorus
vi-ii-I-V-vi,rhapsody,lord of the thunder,verse
vi-ii-I-V-iii,david porter,breaking bad theme,verse
vi-ii-I-V-iii,afi,miss murder,chorus
vi-ii-I-V-iii,gareth emery and ashley wallbridge,mansion,verse
vi-ii-I-V-I,dimitri vangelis and wyman,id2,chorus
vi-ii-I-V-I,keith moon,do me good,verse
vi-ii-I-ii-vi,david porter,breaking bad theme,verse
vi-ii-I-ii-vi,hozier,take me to church,verse
vi-ii-I-ii-vi,jan dusek,altis requiem,chorus
vi-ii-I-ii-vi,zun,the taboo membrane wall,verse
vi-ii-I-ii-I,henrique lorenzi,contrast - level 2,verse
vi-ii-I-ii-I,borknagar,colossus,chorus
vi-ii-I-ii-I,perfume,polyrhythm,chorus
vi-ii-I-ii-5/6,james hannigan,soviet march,verse
vi-ii-I-ii-iii,yoshida brothers,cherry blossoms in winter,chorus
vi-ii-I-IV-vi,nirvana,smells like teen spirit,verse
vi-ii-I-IV-I,procul harum,shine on brightly,verse
vi-ii-I-IV-I,kino,bezdelnik,verse
vi-ii-I-IV-I,the beatles,i'm only sleeping,verse
vi-ii-I-IV-V,maxime le forestier,education sentimentale,verse
vi-ii-I-vi-ii,threxx,mega man infamous intent - infinite cyberspace,verse
vi-ii-I-vi-ii,disclosure,magnets ft lorde,chorus
vi-ii-I-vi-ii,boney m,daddy cool,chorus
vi-ii-I-vi-I,johnny cash,solitary man,verse
vi-ii-I-5/6-vi,indila,derniere danse,chorus
vi-ii-IV-V-vi,atb,9pm till i come,chorus
vi-ii-IV-V-vi,henrix-jakob-liedholm-ft-zashanell,close your eyes ,chorus
vi-ii-IV-V-vi,sebastian ingrosso and alesso,calling - lose my mind,chorus
vi-ii-IV-V-vi,ladytron,seventeen,verse
vi-ii-IV-V-vi,sebastian ingrosso and alesso,calling - lose my mind,verse
vi-ii-IV-V-vi,benny benassi,illusion,chorus
vi-ii-IV-V-vi,maan,ride it,verse
vi-ii-IV-V-vi,toru minegishi,splatoon - calamari inkantation,chorus
vi-ii-IV-V-I,jimmy buffett,coast of carolina,chorus
vi-ii-IV-V-I,dom fera,deck'd,verse
vi-ii-IV-V-I,gfriend,me gustas tu,chorus
vi-ii-IV-V-IV,the beatles,yellow submarine,verse
vi-ii-IV-V-IV,chris brown,beautiful people,verse
vi-ii-IV-V-IV,elizabeth and the catapult,you and me,chorus
vi-ii-IV-V-iii,toru minegishi,splatoon - calamari inkantation,chorus
vi-ii-IV-V-iii,neon indian,annie,chorus
vi-ii-IV-V-ii,blind guardian,the bard's song,chorus
vi-ii-IV-I-vi,blind guardian,the lord of the rings,verse
vi-ii-IV-I-vi,madonna,frozen,chorus
vi-ii-IV-I-vi,elliott smith,a fond farewell,chorus
vi-ii-IV-I-vi,nine inch nails,every day is exactly the same,chorus
vi-ii-IV-I-V,pink,u and ur hand,chorus
vi-ii-IV-I-V,the veronicas,4ever,chorus
vi-ii-IV-I-V,gary allan,smoke rings in the dark,verse
vi-ii-IV-I-V,m83,oblivion,verse
vi-ii-IV-5/6-vi,britney spears,born to make you happy,verse
vi-ii-IV-5/6-vi,hardwell ft mitch crown,call me a spaceman,chorus
vi-ii-IV-5/6-vi,kylie minogue,in your eyes,chorus
vi-ii-IV-5/6-vi,hanatan,rai rai rai,chorus
vi-ii-IV-iii-vi,mistfolk,storm spirits,verse
vi-ii-IV-iii-vi,bingo players,rattle,verse
vi-ii-IV-iii-vi,seventeen and ailee,q and a,chorus
vi-ii-IV-iii-IV,madeon,cut the kid,chorus
vi-ii-IV-iii-V,disperse,message from atlantis,chorus
vi-ii-IV-vi-IV,mr death,red velvet,chorus
vi-ii-IV-vi-642,elton john,your song,chorus
vi-ii-IV-vi-27,cher,half breed,chorus
vi-ii-IV-vi-iii,blind guardian,the bard's song,chorus
vi-ii-IV-vi-ii,adrian lux,teenage crime,chorus
vi-ii-iii-vi-ii,schmoyoho,bed time intruder remix,chorus
vi-ii-iii-vi-ii,capcom,mega man x - flame mammoth,verse
vi-ii-iii-vi-ii,hachi,donut hole,verse
vi-ii-iii-vi-ii,hirokazu ando,super smash bros - dreamland,verse
vi-ii-iii-vi-ii,kshmr and marnik,bazaar,chorus
vi-ii-iii-vi-ii,toru minegishi,splatoon - calamari inkantation,chorus
vi-ii-iii-vi-V,lindsey stirling,master of tides,chorus
vi-ii-iii-vi-IV,billy more,running in the 90's,verse
vi-ii-iii-vi-IV,hachi,donut hole,verse
vi-ii-iii-vi-IV,3 doors down,kryptonite,chorus
vi-ii-iii-IV-V,made in norway,one more look,chorus
vi-ii-iii-IV-V,lindsey stirling,heist,verse
vi-ii-iii-IV-V,madonna,hung up,chorus
vi-ii-iii-IV-V,satoshi iwase,danganronpa - saisei,chorus
vi-ii-iii-IV-V,minami-ke tadaima op,shiawase high tension,chorus
vi-ii-iii-IV-iii,fereydoun,faseleha,verse
vi-ii-iii-IV-vi,twinklestars,rapikamu,verse
vi-ii-iii-V-vi,toru minegishi,splatfest battle - ink me up,chorus
vi-ii-iii-V-I,elmer bernstein,the magnificent seven theme,verse
vi-ii-iii-V-I,weezer,no one else,chorus
vi-iii-IV-V-vi,frou frou,let go,chorus
